LakeID,LakeName,latitude,longitude
1429,Eloygytgyn,67.48900000000,172.08700000000
1490,Virihaure,67.38060000000,16.54430000000
1362,Kovitskoye,67.08210000000,33.40300000000
1016,,66.83200000000,85.19050000000
720,Vivi,66.67030000000,93.98330000000
840,Tikshe,66.25910000000,31.86890000000
2970,,66.11800000000,27.05700000000
9910468,Shuryshkarskiy,65.98060000000,65.14280000000
220,Pya,66.07940000000,31.00640000000
2467,,65.92440000000,29.56440000000
899,Rossvatnet,65.77420000000,14.07110000000
736,Keret,65.84140000000,32.91330000000
1467,,65.75130000000,33.55010000000
9910469,,65.75840000000,66.23410000000
9910470,,65.68900000000,64.39040000000
189,Topozero,65.55940000000,32.08960000000
283,,64.94920000000,30.71170000000
9910471,,65.01580000000,65.88240000000
1033,Kianta,65.04740000000,29.12800000000
9910062,Sredneye Kuyto,65.12820000000,31.41670000000
1630,,64.75670000000,16.20660000000
9910472,,64.71250000000,65.94510000000
401,,64.46710000000,174.42900000000
809,,64.46350000000,31.89250000000
5109,,64.44080000000,66.24840000000
1633,Ontojarvi,64.12480000000,29.17760000000
1386,Snasvatnet,64.18600000000,12.00990000000
9910473,,63.80110000000,66.07500000000
1355,Pyhajarvi,63.53990000000,25.99110000000
6888,Leksozero,63.76870000000,30.97990000000
